company,title,description,url,published_at,content,sentiment_polarity,sentiment_neg,sentiment_neu,sentiment_pos
Apple,Apple will soon support encrypted RCS messaging with Android users,iPhone and Android users will be able to exchange end-to-end encrypted (E2EE) RCS messages in the near future thanks to newly updated RCS specifications. The GSM Association announced that the latest RCS standard includes E2EE based on the Messaging Layer Sec…,https://www.theverge.com/news/629620/apple-iphone-e2ee-encryption-rcs-messaging-android,2025-03-14,"iPhone and Android users will be able to exchange end-to-end encrypted (E2EE) RCS messages in the near future thanks to newly updated RCS specifications. The GSM Association announced that the latest RCS standard includes E2EE based on the Messaging Layer Security (MLS) protocol, enabling interoperable encryption between different platform providers for the first time.

The GSM Association said it had started working to enable E2EE on messages sent between Android and iPhone in September last year. E2EE is a privacy and security feature that prevents third parties, such as messaging providers or cell carriers, from viewing the content of your texts. The GSMA says the new RCS standard was developed in collaboration with “mobile operators, device manufacturers, and technology providers,” including Apple.

“End-to-end encryption is a powerful privacy and security technology that iMessage has supported since the beginning, and now we are pleased to have helped lead a cross industry effort to bring end-to-end encryption to the RCS Universal Profile published by the GSMA,” said Apple spokesperson Shane Bauer. “We will add support for end-to-end encrypted RCS messages to iOS, iPadOS, macOS, and watchOS in future software updates.”

Apple introduced RCS support to iPhones as part of an iOS 18 update in September. While Apple’s proprietary iMessage system already supported E2EE, this wasn’t extended to RCS messaging because the previous RCS standard didn’t provide cross-platform support. Google Messages also enabled E2EE by default for RCS texts, but only conversations between Google Messages users were E2EE, and not those exchanged with iMessage users or users of other RCS clients on Android.

“We’ve always been committed to providing a secure messaging experience, and Google Messages users have had end-to-end encrypted (E2EE) RCS messaging for years,” Google spokesperson Ed Fernandez told The Verge. “We’re excited to have this updated specification from GSMA and work as quickly as possible with the mobile ecosystem to implement and extend this important user protection to cross-platform RCS messaging.”

Update, March 14th: Added statement from Google.",0.9762,0.0,0.897,0.103
Apple,The fake promise of better Siri,"Apple Intelligence is technically lots of things, but thereâs only one feature with the potential to actually meaningfully change the way you use your phone. That would be Siri, which Apple said last year it had turned from a quasi-helpful voice assistant i…",https://www.theverge.com/the-vergecast/629652/siri-delay-bad-apple-tesla-trump-vergecast,2025-03-14,"Apple Intelligence is technically lots of things, but there’s only one feature with the potential to actually meaningfully change the way you use your phone. That would be Siri, which Apple said last year it had turned from a quasi-helpful voice assistant into an AI-powered helper that could understand everything about you and accomplish things on your behalf. Sounds cool, right? It was one of the flagship features of the iPhone 16 lineup, a big part of the way Apple promoted its new devices. Except it doesn’t exist. And it won’t anytime soon.

On this episode of The Vergecast, we talk about exactly where things went wrong with Siri — and with the whole gadget industry, which became so enraptured with the promise of AI that it sort of forgot to make good gadgets. Nilay and David discuss the problems and promise with Alexa, the still-enticing ideas behind “ambient computing,” and what it’ll take for Apple to make things right. (Side note: if you haven’t read John Gruber’s essay on the subject at Daring Fireball, you should — we recorded this episode before it published, but it’s an excellent summary of the situation.)

After that, The Verge’s Andy Hawkins joins the show to talk about the state of Tesla. As Elon Musk continues to try and tear down the federal government, his electric car company has become a uniquely politicized thing – there’s just no other way to explain the car show put on by President Trump on the White House lawn this week. Tesla’s rise has in so many ways enabled Musk’s own, and it appears man and company are more closely tied than ever. That might be a problem for the car company.

If you want to know more about everything we discuss in this episode, here are some links to get you started, beginning with Apple:

And in Tesla news:",0.9664,0.04,0.854,0.105
Apple,All this bad AI is wrecking a whole generation of gadgets,"The onrushing AI era was supposed to create boom times for great gadgets. Not long ago, analysts were predicting that Apple Intelligence would start a âsupercycleâ of smartphone upgrades, with tons of new AI features compelling people to buy them. Amazon …",https://www.theverge.com/gadgets/628039/bad-ai-gadgets-siri-alexa,2025-03-12,"The onrushing AI era was supposed to create boom times for great gadgets. Not long ago, analysts were predicting that Apple Intelligence would start a “supercycle” of smartphone upgrades, with tons of new AI features compelling people to buy them. Amazon and Google and others were explaining how their ecosystems of devices would make computing seamless, natural, and personal. Startups were flooding the market with ChatGPT-powered gadgets, so you’d never be out of touch. AI was going to make every gadget great, and every gadget was going to change to embrace the AI world.

This whole promise hinged on the idea that Siri, Alexa, Gemini, ChatGPT, and other chatbots had gotten so good, they’d change how we do everything. Typing and tapping would soon be passé, all replaced by multimodal, omnipresent AI helpers. You wouldn’t need to do things yourself; you’d just tell your assistant what you need, and it would tap into the whole world of apps and information to do it for you. Tech companies large and small have been betting on virtual assistants for more than a decade, to little avail. But this new generation of AI was going to change things.

There was just one problem with the whole theory: the tech still doesn’t work. Chatbots may be fun to talk to and an occasionally useful replacement for Google, but truly game-changing virtual assistants are nowhere close to ready. And without them, the gadget revolution we were promised has utterly failed to materialize.

In the meantime, the tech industry allowed itself to be so distracted by these shiny language models that it basically stopped trying to make otherwise good gadgets. Some companies have more or less stopped making new things altogether, waiting for AI to be good enough before it ships. Others have resorted to shipping more iterative, less interesting upgrades because they have run out of ideas other than “put AI in it.” That has made the post-ChatGPT product cycle bland and boring, in a moment that could otherwise have been incredibly exciting. AI isn’t good enough, and it’s dragging everything else down with it.

Apple is probably the worst and most obvious offender here. For nearly a year, ever since the company debuted Apple Intelligence at WWDC last June, it has pitched just about every one of its new products the same way: “it runs Apple Intelligence!” The iPhone 16 ads were less about the iPhone 16 and more about showing off what Apple Intelligence could do — never mind that Apple Intelligence didn’t even ship until months after the iPhone 16. When Apple upgraded the iPad Mini, then the iPad Air, it promoted Apple Intelligence as the reason for both. (The also-new base iPad doesn’t support Apple Intelligence, and so Apple has effectively tried to bury its existence.) The website for the new MacBook Air promotes three things about the bestselling laptop on earth: its battery life, its chip, and Apple Intelligence.

Meanwhile, Apple Intelligence is currently just a couple of writing tools and a way to poorly summarize your text messages. (And, sure, Genmoji.) The feature people actually want, the one Apple has been relentlessly promoting, is a vastly improved Siri that can better understand and execute your requests, even using your apps on your behalf. That feature is nowhere to be found and “is going to take us longer than we thought,” Apple spokesperson Jacqueline Roy recently told John Gruber at Daring Fireball. The company pulled a commercial with Bella Ramsey in it that advertised the iPhone 16 Pro using this now-even-further-delayed feature.

It’s hard not to feel bait and switched by the whole thing. For months, people have seen advertisements for features that don’t exist, bought gadgets that don’t work the way they’re supposed to, and been generally duped into thinking a tiny spec bump was a game-changing upgrade. At this point, of course, Apple is too committed to Apple Intelligence to walk it back, and investors would crush the company if it did.

Siri’s ongoing crappiness appears to also be the reason behind the delay of Apple’s next big product launch. We’ve been hearing for months about a smart home hub that would leverage Apple Intelligence — and, in particular, that better, more aware Siri — to control your house and accomplish tasks on your behalf. (Imagine Alexa, but Siri, and you basically have it.) Bloomberg reported that the device was supposed to launch as soon as this month but is being pushed back in part because the underlying tech just doesn’t work.

These kinds of context-aware, voice-enabled ambient computing devices were supposed to be what AI made possible. That’s why Amazon, too, allowed itself to be totally captured by AI long before AI was ready to be a useful consumer product. Amazon was once among the most interesting, experimental hardware makers on the market — remember that one year it launched like 6,000 Alexa devices in one day, including a microwave and a wall clock? Amazon wasn’t always right, but it was never dull. Amazon hasn’t released a meaningfully new Echo device since September 2023, the day the company also announced a new version of Alexa that then-hardware chief Dave Limp called “a superhuman assistant.” Since then, we’ve gotten old ideas on slightly larger screens, with the same problems Amazon has had for years.

Alexa Plus sounds great, but there are no new devices in this picture to run it. Image: Amazon

Amazon was all in on this new Alexa, betting that it could turn its smart speakers from a music and timers machine into something vastly more useful. You wouldn’t even necessarily need new hardware for it; your gadgets would just keep getting better. But then, of course, Amazon confronted the reality of the AI situation. It took nearly 18 months of work, and a lot of rumors and reports that suggested AI Alexa was actually pretty terrible, before the company launched pretty much the same thing all over again. Only this time, with new hardware chief Panos Panay doing the talking. And no devices to show. Amazon CEO Andy Jassy promised “beautiful” new hardware this fall but revealed no other details.

It’s not just big companies, either. For the last year or so, the hottest thing in startups has been “put a microphone on a lanyard, record your whole life, and use AI to do… something with it!” That’s the pitch for Friend, and Omi, and Limitless, and Plaud, and Bee, and so many others. Jony Ive and OpenAI are working on some kind of AI hardware together. Investors poured huge money into Humane, only to see that collapse less than a year after its first launch. Rabbit’s R1 was a flop. None of these devices have so far been compelling, and some of them just plain don’t work.

To be fair, product makers are in a tough spot right now. If you believe AI is a paradigm shift, that it will change the world the way smartphones or the internet did, you’d be foolish to wait around for the tech to be perfect. By then, it’ll be too late, and you’ll have lost the race.

Too many companies have made all their plans based on some theoretical and perfected end state of AI

The problem is that too many companies have made all their plans based on some theoretical and perfected end state of AI, rather than looking for ways to make it useful right now. There are already lots of ways AI can make products more useful and interesting: cutting-edge models can make your robot vacuum more efficient or help your video doorbell better distinguish between people and tree branches. AI can make your smart lights a lot smarter or figure out what you’re cooking and get the sear just right. In all these cases, though, AI is an enabling technology for some other feature — not the feature itself. Nobody’s buying a smart grill for the AI; they’re buying it for the steaks.

Maybe someday, “you can do AI with it” will be a selling point for gadgets. In the interim phase, it feels like we’re wasting an entire generation of hardware while we wait for the software to catch up. And there are so many other interesting problems to solve! What if, instead of hand-wavey promises about AI, we got smartphones that lasted twice as long or didn’t break so easily? What if startups focused less on AI and more on the millions of people looking for devices that are less addictive and more attuned to a specific purpose? What if Amazon and Apple stopped waiting for some magical technological overhaul and spent time making their existing devices easier to use?",0.9997,0.052,0.775,0.173
Apple,Moft’s new origami case elevates the iPad for improved ergonomics,Moft has announced a new folio-style cover case for iPads that could improve the tablet’s ergonomics for anyone working with the Apple Pencil or simply watching videos. The Moft Dynamic Folio uses an origami approach to transform into a stand that can elevate…,https://www.theverge.com/news/628261/moft-dynamic-folio-apple-ipad-tablet-case-folding-origami,2025-03-12,"is a senior reporter who’s been covering and reviewing the latest gadgets and tech since 2011, but has loved all things electronic since he was a kid.

Moft has announced a new folio-style cover case for iPads that could improve the tablet’s ergonomics for anyone working with the Apple Pencil or simply watching videos. The Moft Dynamic Folio uses an origami approach to transform into a stand that can elevate the tablet by up to three inches, while other configurations let you support a smartphone at the same time. The flexibility lets Moft’s case go above and beyond the limited folding functionality of Apple’s own Smart Folio iPad cases.

The company is making its new Dynamic Folio available to consumers through a Kickstarter crowdfunding campaign that has already surpassed its $10,000 funding goal. The case will be available in three sizes and support the iPad Mini as well as 11 and 13-inch versions of the iPad, Pro, and Air. Early backers can preorder the Mini case for $34, the 11-inch version for $45, or the 13-inch for $55, while full pricing is expected to be closer to $39, $49, and $69, respectively. Shipping is expected to start as early as May 2025.

Made from fiberglass covered in Moft’s own scratch-resistant vegan leather alternative called MOVAS, the largest version of the Dynamic Folio adds 292 grams of weight to an iPad, so it’s also lighter than Apple’s iPad cases. It attaches magnetically so you can easily pop it off when you want to use your iPad without a case, but its design doesn’t completely protect the tablet on all sides like many silicone cases do. When attached, the Dynamic Folio will help protect the screen and back of the iPad from scratches, but it leaves several sides exposed. If you happen to drop it, there’s a chance the iPad could still get dinged and dented depending how it lands.

The Dynamic Folio can elevate the iPad two-inches at a 30-degree angle, or up to three-inches at a higher 60-degree angle. Image: Moft

The primary use cases include two floating modes. One elevates the iPad two-inches at a lower 30-degree angle that’s useful for working, playing games, or browsing the web, while the other positions the iPad at a 60-degree angle three-inches above a desk or table for reading or watching videos.

The case offers other configurations, and can even be used to support an iPad on your leg when you can’t find a table. Image: Moft

Moft’s case can be folded in several other ways to support the tablet in portrait and landscape modes, to add an additional support for a smartphone, or to make it easier to balance the tablet on your knee when you don’t have access to a work surface. Moft also offers an optional Apple Pencil holder that magnetically attaches to the case and adds a bit more protection for the pricy stylus.",0.9976,0.017,0.825,0.158
Apple,"15-inch MacBook Air (M4, 2025) Review: Bluer and Better",The latest 15-inch MacBook Air is bluer and better than ever before—and it dropped in price.,https://www.wired.com/review/macbook-air-15-inch-2025/,2025-03-11,"Some have called it the perfect laptop. Others, including myself, have wondered who it’s for. I’m talking about the 15-inch MacBook Air, of course—the small yet large, powerful but fanless, middle-of-the-road MacBook. I always considered it a bit niche among the lineup of the best MacBooks, squeezing a narrow tier between the 13-inch MacBook Air and the 14-inch MacBook Pro.

But with the M4 model, the increase in performance and capabilities, paired with a lower price, make it feel like the 15-inch MacBook Air has finally come into its own.

A Blue MacBook!

Photograph: Luke Larsen

The design of the MacBook Air hasn't changed since 2022, but people are still marveling at it. For those who haven't seen the 0.45-inch thickness in person–or are coming from a much older laptop–they’re still in for a treat. In the past three years since this design originally launched (or two years for the 15-inch model), no other laptop has come along to take its sleekness crown. It's still the thinnest laptop you can buy in its respective category.

For those who've seen this before, the only noticeable exterior change is the new Sky Blue color option. I've seen people call this underwhelming for how not-blue it is, but let's not forget how much flack Apple took for its bolder iMac colors a few years back. I prefer this subtler approach. It mostly resembles a light silver, but in the right natural light, it sparkles with a unique bluish hue. I do have to pour one out for Space Grey, which has now been completely replaced. It will always be my favorite laptop color, and I'm a bit perplexed as to why it's gone. RIP.

There haven’t been any changes to the 15.3-inch LED 60-Hz screen, the excellent keyboard and trackpad, or the overall shape and build quality of the device, so let's go over what else has changed.",0.9894,0.024,0.843,0.133
Apple,"The New Apple iPad Air Pre-Orders Just Got More Tempting, Amazon’s Already Slashing Prices",A pre-launch discount on an Apple product? The New iPad Air is already on sale!,https://gizmodo.com/the-new-apple-ipad-air-pre-orders-just-got-more-tempting-amazons-already-slashing-prices-2000574334,2025-03-11,"The new iPad Air is basically the Goldilocks of tablets – not too basic, not too pro, just right. With its M3 chip and gorgeous 11-inch screen, it’s powerful enough to replace your laptop but still super portable. Whether you’re editing photos, binging Netflix, or trying to look professional on Zoom calls, this thing handles it all without breaking a sweat. Plus, with features like Wi-Fi 6E and that crispy Liquid Retina display, it’s built to keep up with whatever you throw at it.

Even though it’s not officially out yet, Amazon has already knocked $40 off the price for pre-order, dropping it to $559 from $599. Sure, 7% off might not seem huge, but hey—any discount on a brand-new Apple product (especially before launch) is worth checking out!

See at Amazon

Your do everything, go everywhere tablet at a discount

The M3 chip is the real star here. This thing blazes through everything from heavy-duty video editing to graphics-intensive games without missing a beat. Battery life is solid too – you can work (or play) all day without hunting for a charger. It’s genuinely impressive how much power Apple packed into something this thin.

The 11-inch screen is a beauty, with all the fancy features you’d expect: super-accurate colors, True Tone to adjust to your lighting, and an anti-reflective coating that actually works. Whether you’re marking up documents or watching the latest show, everything looks crystal clear.

iPadOS makes this tablet seriously versatile. You can run multiple apps at once, hook up external displays, and even use it like a laptop with Stage Manager. The USB-C port means you can connect all sorts of accessories, and Wi-Fi 6E keeps everything running smooth and fast.

The cameras are no slouch either. The front-facing 12MP camera with Center Stage keeps you perfectly framed during video calls (even when you’re fidgeting), while the rear camera shoots great photos and 4K video. Touch ID in the power button makes unlocking and paying for stuff super quick.

While you’ll need to buy them separately, add-ons like the Apple Pencil and Magic Keyboard can transform this tablet into either a digital sketchbook or a proper laptop replacement. The new USB-C Apple Pencil is a cheaper option if you just want to take notes or doodle.

At $559, you’re getting a seriously capable device that could easily be your main computer. While it’s not the biggest price cut we’ve seen, it’s a solid deal on Apple’s latest and greatest mid-range tablet—especially considering how much versatility you’re getting in this sleek package.

Even better? This deal is happening before the iPad Air is even out. Amazon is already offering a 7% discount on pre-orders, knocking $40 off the price before it even hits shelves. Getting a discount on a brand-new Apple product before launch? That’s rare—so if you’re planning to buy, this might be the best time to lock in some savings.

See at Amazon",0.998,0.021,0.806,0.173
Apple,"Apple MacBook Air (13-Inch, M4) Review: More Power For Less Money","This lightweight machine comes equipped with a bit more power and some necessary improvements, all for a more affordable price.",https://www.wired.com/review/macbook-air-13-inch-2025/,2025-03-11,"i've been devoted to the MacBook Air since 2012, when I bought my first one with money I saved up from a summer job before my first semester of college. (You can read more about that journey here.) As someone always working on the go, I've always been drawn to how lightweight it is. When Apple revamped it back in 2022 with a new design, bigger and brighter display, MagSafe support, and a 1080p webcam, I was thrilled—this was my dream MacBook come to life.

But as I said in last year's review, the 13-inch MacBook Air has reached its peak in terms of design. Apple continues to release the same model while mainly focusing on the internals—and the same logic applies to this latest version. The standout features are the M4 chip (the entry-level chip of the lineup) and double the base memory (also available on its predecessor). Apple did throw in an updated 12-megapixel webcam and a new blue color option, but aside from that, the chassis remains the same.

Typically, when a next-generation model lacks any major additions, Apple keeps the price the same as previous versions. This time, however, the price sees a welcome reduction to $999—$100 less than its predecessors. It's what the MacBook Air cost before the launch of the M2 model (Apple did sell the M2-powered MacBook Air for $999 once the M3 Air came out, but the M4 replaces both models). So, that means the highest configuration will cost $2,199.

Although there are still a few additional things I had on my wish list for this next-gen version (a nano-texture glass option being one of them), the MacBook Air with M4 continues to live up to its reputation as a reliable, lightweight machine and the best MacBook for most people. The fact that it's as affordable as it used to be is the cherry on top.

Photograph: Brenda Stolyar

Subtle Alterations

As with previous generations, the 13-inch MacBook Air has a square chassis, a big and bright 13.6-inch LCD panel (complete with a 60-Hz refresh rate), a four-speaker sound system, and a three-mic array. Coming in at 2.7 pounds, it also remains super lightweight and comfortable to commute with. You'll also get the same port selection, which includes two USB 4/Thunderbolt ports, a MagSafe charging port, and a 3.5-mm headphone jack.

I fully understand that an extensive port selection is usually reserved for the MacBook Pro, but I truly wanted Apple to add at least one extra USB-C port here—especially since you can connect the MacBook Air to up to two external monitors (we'll get to that later). Instead, you'll have to use a chunky USB-C hub, which is just another accessory you'll have to buy (if you don't already have one) and carry around.",0.991,0.0,0.913,0.087
Apple,Apple Account Cards in Wallet Expanding to More Countries,"Apple is bringing support for the Apple Account Card in the Wallet app to the UK, Switzerland, Spain, Italy, Sweden, and Austria, according to Nicolás Alvarez.





The Apple Account Card option for Wallet started rolling out in 2022, but it has been limited …",https://www.macrumors.com/2025/03/11/wallet-apple-account-card-expansion/,2025-03-11,"Apple is bringing support for the Apple Account Card in the Wallet app to the UK, Switzerland, Spain, Italy, Sweden, and Austria, according to Nicolás Alvarez.



The Apple Account Card option for Wallet started rolling out in 2022, but it has been limited to a small number of countries since launch. The card displays the Apple credit balance associated with a user's Apple Account, and the card can be used to make purchases in the Apple Store, online, or for apps, subscriptions, and other Apple services.

Money can be added to an Apple Account Card in Wallet using the included ""Add Money"" feature, which relies on a linked credit or debit card. ‌Apple Store‌ gift cards also add to the Apple Account balance.

Adding an Apple Account Card can be done by opening up the Wallet app, tapping the ""+"" button, and choosing the option from the Available Cards list.

The Apple Account Card shows the account balance associated with the Apple Account, as well as transactions that have been made with the card.

Support for Apple Account Cards in additional countries is either available now, or will be coming soon, per Alvarez.",0.9501,0.011,0.892,0.097
Apple,"Apple Mac Studio (M4 Max, 2025) Review: Small but Mighty","For creatives who need the very highest level of performance, the Mac Studio delivers it—and then some.",https://www.wired.com/review/apple-mac-studio-2025/,2025-03-11,"In her review of the 2023 edition of the Apple Mac Studio, Brenda Stolyar called the pint-sized powerhouse “the Goldilocks Mac”—suggesting its combination of performance and price was just about perfect for power users, at least those that don’t need the hemorrhage-level bleeding-edge performance of the Mac Pro tower.

Today Apple aims to maintain that verdict, upgrading the device to keep up with the times and again releasing the Studio in two versions, one of which should be ideal for any creative.

The 2025 Mac Studio can be configured either with the new M4 Max CPU or with the M3 Ultra. It may sound counterintuitive, but the M3 Ultra version is the more premium of the two SKUs, by a significant margin; the Ultra design family has been described as merging two Max CPUs that the computer addresses as a single chip. There’s no M4 Ultra CPU yet, so ultra power users get the equivalent of a pair of M3 Max CPUs instead. This isn’t a consolation prize. Most head-to-head benchmarks place the M4 Max as only slightly faster than the 2023-released M2 Ultra, with the M3 Ultra significantly ahead from there. For the moment, Apple bills the new Mac Studio as “the most powerful Mac ever made.”

Christopher Null

Petite Powerhouse

Like its predecessors, the Mac Studio is a lunchbox-sized device that does not look at all like it should be the most powerful Mac ever made but rather like something that should be operating a really nice stereo system. But looks are of course deceiving, and inside the sealed box you’ll find plenty of oomph, designed with creators firmly in mind. I tested the entry-level M4 Max version, which includes a 14-core CPU, 32-core GPU, and 16-core Neural Engine, plus 36 GB of unified memory and a 512-GB SSD for $1,999. That lattermost spec feels a bit stingy in today’s clime, but it can be upgraded (only at purchase) on the M4 Max model all the way up to 8 TB of SSD storage.

For comparison, the $3,999 M3 Ultra version starts with a 28-core CPU, 60-core GPU, and 32-core Neural Engine, plus 96 GB of unified memory and a 1-TB SSD. Maxed out with an 80-core GPU, 512 GB of RAM, and a 16-TB SSD, your price tag will hit a cool $14,099. The most powerful Mac ever made may well equate to the most expensive Mac ever sold as well.

It perhaps goes without saying that the machine is meltingly fast, to the point where it’s hard to accurately convey its power in text. The M4 Pro-based Apple MacBook Pro I reviewed last fall probably provides the best comparison I can offer, considering it’s only one step down on the CPU ladder from the M4 Max.",0.9942,0.021,0.858,0.121
Apple,This Is the Year Apple and Samsung Will Compete for the Title of Thinnest Smartphone,The iPhone 17 Air is going to be thin. We already know the Galaxy S25 Edge is thin. What's the end game here?,https://gizmodo.com/this-is-the-year-apple-and-samsung-will-compete-for-the-title-of-thinnest-smartphone-2000574082,2025-03-10,"Another day, another iPhone leak, part of which we covered already last week. But this isn’t just about the iPhone 17 Air; eventually, I’ll bring up the Samsung Galaxy S25 Edge, too. Both devices have been trending in the gadget rumor space enough that multiple thinkpieces have sprouted about what this means for phone design.

This year, thin is in. I don’t like it. It’s not that I don’t like the idea of thinner, lighter smartphones—I enjoyed the lighter chassis on the Oppo Find N5 foldable—but with the uptick in the use of GLP-1 drugs for weight loss and the U.S. government moving to the right with each passing day, it feels a little too on the nose. Ultimately, these manufacturers want the marketing credit to say their devices are the thinnest. No one expected it to become the battle of svelte between the world’s two biggest phone manufacturers.

Varying reports allege the iPhone 17 Air will be the precursor to what Apple plans to do with its foldables. The idea is that whatever specifications the Air includes will lay the foundation for what’s essential inside an iPhone. The iPhone 16e already gave us a glimpse of what Apple thinks that is, but it’s in a different class than the iPhone 17 Air. The Air is supposed to exist between Apple’s essential iPhone and the everything-you-need iPhone Pro model, so it’ll probably be a little more beefy. Also, we’ve talked about how Apple’s iPhone 17 Air will supposedly look like Google’s Pixel devices from the backside. There are more renders making the rounds, including three-dimensional video. Ice Universe, a noted leaker in these parts, has already expressed excitement over it.

Samsung’s thin smartphone carries a different narrative, or at least it’s attempting to write its own. The Galaxy S25 Edge was a huge surprise when it was revealed after the Galaxy S25 Unpacked event. No one was expecting it, especially as we all had resigned ourselves to the idea that smartphone design had plateaued.

What’s wild is that even though I’ve seen it in person, we don’t have all the specifications for the Galaxy S25 Edge to know what Samsung considers “essential.” So far, we can infer that the processor and memory are the same as the rest of the Galaxy S25 family, and there’s a good chance Samsung will include the Galaxy S25 Ultra‘s 200-MP camera sensor right out of the gate. The rumors about the battery pack inside the Galaxy S25 Edge aren’t impressive, either. We’re talking about a 3,900 mAh battery, which is a little over 20 percent less than the size of what’s in the Galaxy S25 Ultra with the same camera sensor.

It’s curious to see Apple and Samsung compete for ultra-thinness because there are also many caveats involved with this form factor. (We knew it even back in the days of the Motorola Razr smartphone.) The battery usually takes a hit, as in the example of the Galaxy S25 Edge. There isn’t enough room for all the high-resolution camera equipment either. Ergonomics are also something to consider with this form factor, plus the practicality of carrying around such a thin device. And with all this focus on artificial intelligence, how will the smartphones perform to spec?

It’s unclear what the end goal is here besides bragging rights. The iPhone 17 Air doesn’t seem long for this world since analysts have said it is the precursor to the iPhone foldable. So when that arrives, what is the point of the iPhone 17 Air? Will it replace the iPhone Pro variant in some capacity? Or will ultra-thin be the new norm for smartphones going forward? Let’s see how it unfolds when Samsung launches the Galaxy S25 Edge soon.",0.9851,0.028,0.9,0.072
